A_X [mg];A_Y [mg];A_Z [mg];Y
-90;1146;-197;biking
-2;1218;-161;biking
14;1086;-136;biking
-22;1086;-122;biking
-58;986;-70;biking
-425;1150;-257;biking
-479;969;-266;biking
-188;678;-73;biking
-230;753;-105;biking
-96;800;-86;biking
-65;785;-102;biking
-225;879;-84;biking
-184;953;-117;biking
-80;1014;-45;biking
-270;967;-58;biking
-275;828;87;biking
161;1017;536;biking
-29;1348;-59;biking
-56;1129;-213;biking
218;891;-59;biking
124;1100;-94;biking
160;1102;11;biking
186;1109;-395;biking
108;1207;-253;biking
-38;886;84;biking
-295;869;29;biking
-186;1034;-49;biking
-4;1026;14;biking
-186;1133;-25;biking
-305;1129;-32;biking
-394;905;157;biking
-494;886;94;biking
-315;1156;-30;biking
-100;743;-88;biking
-191;365;-155;biking
-236;797;-46;biking
-93;1288;-47;biking
-174;1444;-128;biking
-246;1246;-19;biking
-37;1018;-30;biking
13;995;-68;biking
14;1193;-110;biking
-210;1156;-131;biking
-198;406;-80;biking
27;127;-74;biking
-68;745;-184;biking
212;1113;-397;biking
188;1236;-318;biking
-59;975;-200;biking
58;929;-245;biking
134;1154;-239;biking
108;988;-313;biking
45;1092;-337;biking
-32;1320;-287;biking
-16;1144;-369;biking
48;913;-315;biking
-67;892;-246;biking
-10;623;-227;biking
115;497;-268;biking
43;755;-362;biking
36;928;-361;biking
-70;1231;-531;biking
-201;1298;-565;biking
-208;953;-337;biking
-208;825;-254;biking
-240;856;-347;biking
-212;873;-406;biking
-194;1043;-453;biking
-236;1073;-573;biking
-332;1104;-652;biking
-496;1297;-567;biking
-236;857;-339;biking
-170;672;-285;biking
-353;653;-501;biking
-210;346;-600;biking
-205;670;-579;biking
-278;836;-595;biking
-353;862;-514;biking
-262;929;-522;biking
-236;800;-585;biking
-296;747;-528;biking
-237;850;-445;biking
-263;891;-310;biking
-173;724;-308;biking
-44;772;-327;biking
-88;1009;-134;biking
-159;977;-356;biking
-132;957;-611;biking
-210;1054;-467;biking
-312;1011;-567;biking
-112;1042;-691;biking
96;1087;-641;biking
-39;981;-653;biking
-172;851;-591;biking
155;724;-480;biking
493;552;-426;biking
447;467;-556;biking
260;489;-837;biking
177;407;-757;biking
399;187;-557;biking
696;143;-825;biking
839;382;-1123;biking
853;494;-1085;biking
828;482;-954;biking
871;684;-1015;biking
778;618;-897;biking
704;222;-321;biking
1076;168;-148;biking
1345;103;-211;biking
1182;5;-34;biking
1008;63;-151;biking
801;69;-397;biking
652;-79;-466;biking
729;-280;-611;biking
640;-197;-729;biking
402;-333;-706;biking
384;-562;-587;biking
487;-431;-858;biking
407;-331;-1168;biking
295;-496;-1022;biking
405;-618;-1068;biking
401;-479;-1148;biking
181;-435;-954;biking
180;-566;-838;biking
296;-583;-937;biking
267;-484;-998;biking
222;-415;-1043;biking
214;-422;-974;biking
209;-487;-830;biking
186;-525;-966;biking
155;-523;-975;biking
116;-529;-871;biking
102;-517;-823;biking
109;-521;-841;biking
123;-509;-1042;biking
107;-437;-1027;biking
44;-402;-797;biking
57;-397;-728;biking
78;-417;-813;biking
72;-446;-903;biking
87;-508;-843;biking
71;-567;-729;biking
31;-549;-802;biking
28;-587;-874;biking
38;-639;-795;biking
12;-602;-730;biking
39;-593;-769;biking
-11;-589;-859;biking
-40;-574;-677;biking
-27;-554;-672;biking
-119;-512;-995;biking
-109;-523;-964;biking
-86;-550;-973;biking
-33;-659;-879;biking
-34;-681;-703;biking
-170;-591;-833;biking
-105;-575;-934;biking
19;-537;-958;biking
-37;-473;-840;biking
-67;-433;-681;biking
-75;-430;-757;biking
-39;-466;-682;biking
2;-518;-562;biking
-6;-626;-695;biking
-25;-700;-708;biking
-53;-703;-700;biking
28;-770;-770;biking
49;-798;-678;biking
-84;-759;-628;biking
-185;-699;-782;biking
-137;-696;-809;biking
-67;-818;-736;biking
-94;-825;-806;biking
-131;-697;-896;biking
-133;-698;-939;biking
-68;-694;-980;biking
50;-574;-952;biking
68;-552;-803;biking
17;-562;-750;biking
-20;-595;-740;biking
31;-741;-940;biking
159;-704;-1426;biking
113;-472;-1271;biking
14;-385;-689;biking
-19;-442;-456;biking
20;-590;-577;biking
169;-689;-813;biking
152;-706;-926;biking
37;-721;-1077;biking
93;-612;-1217;biking
105;-553;-1043;biking
74;-481;-780;biking
21;-415;-545;biking
-52;-542;-473;biking
-8;-694;-747;biking
114;-780;-1182;biking
229;-668;-1432;biking
158;-380;-1088;biking
40;-255;-613;biking
-3;-297;-444;biking
-19;-454;-423;biking
131;-700;-688;biking
304;-773;-1151;biking
247;-691;-1300;biking
124;-591;-1121;biking
81;-483;-968;biking
87;-407;-852;biking
95;-398;-694;biking
106;-438;-642;biking
127;-462;-709;biking
126;-470;-789;biking
108;-543;-897;biking
94;-607;-1056;biking
112;-567;-1214;biking
69;-467;-1142;biking
14;-469;-964;biking
45;-526;-918;biking
58;-531;-907;biking
39;-544;-915;biking
61;-534;-946;biking
112;-524;-991;biking
104;-509;-977;biking
48;-512;-936;biking
71;-539;-997;biking
113;-526;-1047;biking
104;-517;-1022;biking
138;-509;-1008;biking
173;-484;-947;biking
175;-466;-853;biking
152;-468;-800;biking
122;-498;-785;biking
169;-547;-848;biking
210;-532;-947;biking
176;-482;-956;biking
162;-504;-881;biking
142;-503;-827;biking
120;-494;-810;biking
117;-535;-804;biking
106;-560;-832;biking
79;-546;-876;biking
40;-530;-914;biking
56;-541;-952;biking
79;-553;-916;biking
60;-569;-856;biking
38;-554;-918;biking
11;-540;-968;biking
-8;-557;-962;biking
6;-565;-1036;biking
24;-545;-1174;biking
22;-476;-1267;biking
-17;-434;-1159;biking
-21;-425;-1039;biking
71;-472;-1059;biking
165;-486;-1090;biking
149;-441;-959;biking
98;-503;-759;biking
106;-570;-767;biking
96;-573;-815;biking
104;-592;-868;biking
139;-552;-1037;biking
165;-433;-1139;biking
153;-389;-1005;biking
165;-441;-857;biking
284;-485;-831;biking
340;-531;-686;biking
284;-597;-556;biking
163;-665;-637;biking
39;-765;-819;biking
59;-899;-1138;biking
208;-865;-1472;biking
283;-587;-1334;biking
193;-375;-775;biking
59;-373;-395;biking
-47;-456;-309;biking
-127;-595;-372;biking
-102;-704;-616;biking
-10;-774;-973;biking
62;-820;-1287;biking
118;-703;-1403;biking
119;-517;-1180;biking
106;-406;-731;biking
87;-397;-438;biking
10;-510;-392;biking
-11;-588;-509;biking
86;-572;-785;biking
182;-574;-1186;biking
222;-525;-1498;biking
188;-438;-1319;biking
92;-434;-831;biking
88;-468;-616;biking
73;-473;-643;biking
30;-447;-729;biking
82;-405;-884;biking
97;-356;-961;biking
60;-284;-947;biking
31;-238;-875;biking
87;-308;-726;biking
113;-458;-596;biking
61;-515;-698;biking
97;-492;-1013;biking
138;-503;-1231;biking
95;-449;-1220;biking
46;-354;-1057;biking
59;-366;-854;biking
94;-361;-765;biking
89;-329;-710;biking
67;-345;-758;biking
68;-300;-915;biking
67;-285;-880;biking
10;-369;-778;biking
-33;-424;-855;biking
59;-425;-1206;biking
47;-312;-1371;biking
-31;-266;-1098;biking
39;-383;-817;biking
100;-415;-727;biking
90;-408;-742;biking
-24;-441;-719;biking
-96;-478;-823;biking
-28;-390;-1181;biking
-18;-305;-1337;biking
15;-395;-1228;biking
146;-435;-1146;biking
199;-427;-1003;biking
249;-492;-904;biking
278;-455;-942;biking
171;-382;-1032;biking
83;-388;-1032;biking
72;-408;-1006;biking
4;-456;-993;biking
-29;-557;-1006;biking
-20;-521;-1308;biking
-116;-259;-1557;biking
-77;-180;-1269;biking
56;-235;-836;biking
79;-294;-464;biking
79;-399;-522;biking
25;-364;-861;biking
-22;-402;-928;biking
21;-450;-1386;biking
14;-190;-1719;biking
-16;-138;-1234;biking
79;-383;-713;biking
156;-496;-689;biking
191;-441;-940;biking
247;-412;-992;biking
179;-577;-825;biking
99;-705;-926;biking
100;-761;-1282;biking
-11;-611;-1474;biking
-6;-484;-1332;biking
89;-530;-945;biking
10;-461;-836;biking
-19;-406;-977;biking
-14;-372;-845;biking
-44;-381;-808;biking
-57;-369;-900;biking
-51;-337;-915;biking
22;-432;-907;biking
75;-528;-832;biking
47;-553;-835;biking
59;-560;-835;biking
131;-567;-781;biking
185;-663;-773;biking
202;-734;-759;biking
212;-671;-820;biking
214;-619;-811;biking
190;-632;-719;biking
207;-626;-796;biking
273;-570;-789;biking
276;-556;-666;biking
230;-582;-468;biking
241;-583;-453;biking
296;-582;-734;biking
351;-597;-835;biking
383;-624;-803;biking
367;-655;-782;biking
330;-660;-644;biking
278;-627;-662;biking
258;-549;-799;biking
300;-569;-752;biking
340;-668;-799;biking
313;-679;-862;biking
279;-660;-738;biking
282;-601;-745;biking
227;-523;-778;biking
209;-536;-766;biking
193;-576;-796;biking
71;-619;-747;biking
31;-624;-819;biking
89;-600;-944;biking
112;-762;-745;biking
97;-928;-537;biking
6;-835;-609;biking
-58;-760;-591;biking
-107;-805;-480;biking
-209;-780;-543;biking
-215;-714;-758;biking
-146;-698;-978;biking
-113;-726;-1004;biking
-139;-725;-893;biking
-143;-727;-837;biking
-27;-727;-865;biking
82;-664;-846;biking
72;-600;-711;biking
35;-578;-687;biking
39;-550;-767;biking
85;-538;-651;biking
81;-611;-536;biking
75;-638;-663;biking
138;-584;-889;biking
224;-608;-879;biking
263;-645;-672;biking
268;-622;-640;biking
303;-644;-674;biking
256;-672;-707;biking
198;-683;-877;biking
205;-746;-934;biking
187;-826;-898;biking
88;-807;-813;biking
-40;-677;-624;biking
-42;-600;-638;biking
-39;-603;-745;biking
-139;-596;-752;biking
-119;-629;-645;biking
31;-701;-686;biking
12;-672;-835;biking
-123;-670;-735;biking
-145;-698;-743;biking
-133;-574;-874;biking
-125;-584;-721;biking
-64;-681;-726;biking
-92;-624;-1037;biking
-157;-614;-847;biking
-201;-717;-515;biking
-263;-709;-813;biking
-250;-575;-986;biking
-180;-632;-719;biking
-19;-803;-691;biking
41;-742;-840;biking
-2;-666;-856;biking
25;-700;-958;biking
-42;-567;-986;biking
-79;-505;-737;biking
57;-615;-680;biking
115;-539;-845;biking
82;-482;-815;biking
142;-552;-731;biking
211;-556;-730;biking
199;-525;-749;biking
181;-453;-793;biking
229;-447;-791;biking
334;-513;-831;biking
412;-537;-823;biking
425;-616;-681;biking
353;-686;-654;biking
221;-628;-778;biking
182;-629;-862;biking
234;-713;-853;biking
205;-703;-843;biking
97;-623;-905;biking
13;-596;-886;biking
-53;-588;-824;biking
-127;-551;-839;biking
-177;-515;-904;biking
-202;-498;-944;biking
-220;-495;-896;biking
-235;-489;-929;biking
-272;-485;-946;biking
-212;-526;-885;biking
-92;-573;-919;biking
-52;-541;-1008;biking
-53;-490;-965;biking
-70;-489;-823;biking
-73;-489;-827;biking
-55;-484;-927;biking
-42;-480;-955;biking
-29;-492;-915;biking
-20;-480;-899;biking
-18;-454;-908;biking
-7;-482;-940;biking
14;-485;-1020;biking
16;-463;-1022;biking
-9;-420;-983;biking
-17;-328;-1029;biking
21;-318;-971;biking
54;-417;-796;biking
67;-460;-735;biking
57;-515;-701;biking
28;-640;-693;biking
18;-664;-857;biking
-24;-657;-966;biking
-89;-617;-1027;biking
-139;-544;-971;biking
-201;-523;-799;biking
-239;-508;-740;biking
-270;-533;-708;biking
-315;-495;-856;biking
-346;-436;-977;biking
-389;-500;-836;biking
-419;-545;-823;biking
-367;-509;-1001;biking
-317;-482;-1068;biking
-341;-439;-933;biking
-325;-416;-772;biking
-234;-453;-785;biking
-186;-488;-825;biking
-189;-522;-809;biking
-185;-548;-870;biking
-226;-567;-877;biking
-267;-622;-934;biking
-237;-654;-1135;biking
-235;-648;-1128;biking
-251;-617;-1037;biking
-220;-565;-1013;biking
-173;-530;-951;biking
-103;-519;-913;biking
-62;-462;-910;biking
-67;-419;-811;biking
-53;-466;-676;biking
-82;-494;-738;biking
-118;-544;-737;biking
-153;-632;-840;biking
-220;-597;-1126;biking
-253;-601;-1071;biking
-274;-644;-985;biking
-299;-493;-1126;biking
-306;-427;-1021;biking
-293;-505;-838;biking
-225;-483;-972;biking
-182;-363;-1044;biking
-237;-348;-828;biking
-256;-477;-655;biking
-190;-565;-781;biking
-190;-568;-1150;biking
-275;-436;-1336;biking
-255;-329;-1006;biking
-125;-413;-704;biking
-70;-495;-671;biking
-129;-527;-717;biking
-153;-589;-850;biking
-87;-622;-909;biking
-59;-586;-935;biking
-100;-498;-860;biking
-161;-539;-781;biking
-164;-625;-828;biking
-86;-565;-874;biking
-63;-499;-893;biking
-134;-471;-812;biking
-160;-508;-689;biking
-89;-600;-667;biking
-80;-622;-698;biking
-155;-662;-767;biking
-193;-661;-1016;biking
-168;-510;-1216;biking
-104;-366;-1070;biking
-51;-312;-774;biking
-23;-367;-581;biking
-26;-447;-569;biking
-102;-609;-680;biking
-29;-743;-1202;biking
58;-555;-1665;biking
-82;-360;-1350;biking
-120;-435;-904;biking
-35;-495;-773;biking
-1;-489;-778;biking
-54;-486;-771;biking
-104;-493;-845;biking
-43;-436;-1027;biking
-14;-340;-1007;biking
-50;-364;-802;biking
-59;-416;-691;biking
-99;-494;-654;biking
-79;-585;-798;biking
-8;-616;-1193;biking
-17;-500;-1416;biking
-75;-382;-1185;biking
-75;-382;-867;biking
-46;-391;-716;biking
-51;-457;-685;biking
-12;-475;-883;biking
-88;-460;-979;biking
-123;-498;-997;biking
-29;-507;-1121;biking
-30;-502;-1153;biking
-18;-490;-1147;biking
34;-453;-1069;biking
66;-416;-918;biking
66;-394;-758;biking
83;-462;-637;biking
76;-538;-637;biking
40;-567;-741;biking
30;-574;-967;biking
-48;-492;-1207;biking
-107;-431;-1165;biking
-63;-439;-937;biking
-96;-486;-748;biking
-144;-522;-798;biking
-121;-532;-1022;biking
-85;-529;-1208;biking
-49;-445;-1309;biking
-66;-348;-1179;biking
-39;-340;-923;biking
11;-370;-807;biking
31;-406;-886;biking
77;-472;-947;biking
144;-508;-962;biking
112;-441;-1080;biking
12;-322;-1180;biking
84;-273;-1139;biking
200;-271;-951;biking
193;-268;-708;biking
159;-355;-490;biking
112;-440;-470;biking
-16;-460;-585;biking
-16;-512;-937;biking
99;-494;-1451;biking
-9;-401;-1313;biking
-74;-355;-912;biking
-75;-370;-726;biking
-114;-418;-702;biking
-103;-507;-857;biking
-53;-557;-1224;biking
-16;-458;-1574;biking
-105;-360;-1359;biking
-17;-411;-1022;biking
93;-479;-727;biking
93;-495;-664;biking
122;-413;-969;biking
91;-368;-1018;biking
131;-429;-916;biking
183;-457;-901;biking
92;-498;-904;biking
17;-451;-1049;biking
23;-605;-1034;biking
166;-648;-1408;biking
145;-254;-1715;biking
-35;-130;-1048;biking
58;-286;-558;biking
98;-387;-499;biking
73;-494;-664;biking
40;-584;-883;biking
-68;-524;-1131;biking
-96;-479;-1260;biking
-44;-554;-1061;biking
-13;-571;-992;biking
-47;-440;-968;biking
-29;-279;-765;biking
-8;-291;-642;biking
5;-338;-681;biking
-34;-366;-646;biking
-130;-374;-710;biking
-113;-390;-922;biking
-37;-503;-1084;biking
-18;-458;-1267;biking
-36;-369;-1230;biking
-38;-354;-1069;biking
-45;-298;-1014;biking
-43;-275;-983;biking
-14;-324;-990;biking
-8;-408;-1006;biking
15;-465;-1023;biking
59;-482;-1009;biking
69;-551;-986;biking
98;-550;-1102;biking
129;-452;-1107;biking
91;-406;-871;biking
55;-375;-778;biking
43;-329;-799;biking
34;-315;-814;biking
31;-337;-900;biking
-36;-366;-892;biking
-17;-504;-1114;biking
86;-469;-1424;biking
37;-264;-1209;biking
-33;-272;-906;biking
-21;-365;-844;biking
-6;-491;-855;biking
41;-513;-932;biking
19;-468;-899;biking
-33;-522;-936;biking
-26;-525;-1063;biking
-16;-458;-1083;biking
29;-418;-1026;biking
90;-411;-790;biking
139;-369;-797;biking
71;-295;-907;biking
21;-312;-992;biking
13;-358;-1110;biking
-211;-322;-846;biking
-361;-376;-563;biking
-147;-554;-742;biking
43;-607;-1077;biking
-28;-525;-1184;biking
-127;-505;-1001;biking
-43;-517;-987;biking
43;-405;-1199;biking
36;-355;-1134;biking
87;-498;-867;biking
69;-548;-801;biking
9;-520;-937;biking
10;-591;-761;biking
19;-616;-765;biking
73;-491;-1082;biking
105;-398;-986;biking
82;-499;-721;biking
70;-586;-641;biking
20;-464;-795;biking
61;-389;-986;biking
164;-406;-1007;biking
178;-377;-1055;biking
146;-359;-1007;biking
116;-438;-815;biking
141;-511;-922;biking
172;-421;-1082;biking
161;-387;-1010;biking
137;-433;-1038;biking
110;-406;-1096;biking
116;-441;-946;biking
136;-492;-770;biking
127;-448;-830;biking
150;-414;-946;biking
166;-417;-754;biking
136;-473;-680;biking
148;-463;-967;biking
172;-437;-987;biking
189;-540;-818;biking
208;-552;-1000;biking
188;-441;-1265;biking
203;-427;-1134;biking
233;-501;-782;biking
223;-502;-792;biking
238;-436;-881;biking
221;-429;-744;biking
171;-481;-760;biking
192;-496;-925;biking
204;-509;-986;biking
182;-557;-837;biking
180;-566;-721;biking
152;-513;-848;biking
156;-469;-907;biking
209;-468;-949;biking
214;-457;-1005;biking
202;-462;-856;biking
208;-500;-873;biking
234;-489;-962;biking
272;-532;-955;biking
235;-521;-1059;biking
193;-512;-961;biking
221;-625;-743;biking
219;-614;-875;biking
184;-544;-1017;biking
170;-553;-959;biking
190;-565;-966;biking
204;-470;-930;biking
168;-417;-604;biking
67;-479;-464;biking
1;-450;-753;biking
61;-449;-854;biking
118;-596;-844;biking
89;-621;-1053;biking
25;-600;-999;biking
27;-736;-686;biking
103;-786;-776;biking
141;-665;-1039;biking
134;-608;-977;biking
125;-602;-867;biking
112;-545;-871;biking
122;-575;-805;biking
136;-648;-696;biking
117;-618;-723;biking
100;-582;-780;biking
128;-607;-775;biking
179;-620;-810;biking
200;-597;-783;biking
206;-570;-734;biking
214;-589;-733;biking
204;-585;-755;biking
208;-614;-713;biking
218;-648;-727;biking
180;-629;-838;biking
156;-689;-837;biking
181;-702;-909;biking
224;-686;-1010;biking
311;-649;-1006;biking
337;-603;-834;biking
291;-574;-667;biking
302;-491;-679;biking
334;-474;-742;biking
271;-541;-793;biking
24;-665;-669;biking
-97;-719;-770;biking
74;-667;-1003;biking
121;-577;-917;biking
8;-567;-832;biking
55;-442;-854;biking
193;-305;-882;biking
280;-549;-913;biking
239;-466;-878;biking
47;-338;-973;biking
-36;-361;-1020;biking
61;-273;-850;biking
157;-353;-799;biking
171;-288;-907;biking
119;-272;-943;biking
152;-306;-863;biking
198;-124;-1110;biking
236;82;-1212;biking
171;-37;-929;biking
100;-231;-919;biking
229;-93;-1084;biking
250;0;-1056;biking
209;-58;-918;biking
230;-21;-1038;biking
246;-89;-1038;biking
235;-58;-1050;biking
210;83;-1274;biking
146;-21;-1150;biking
61;-49;-1046;biking
65;11;-1155;biking
34;-4;-1089;biking
-14;43;-1061;biking
-21;12;-948;biking
-106;-56;-759;biking
-132;114;-1020;biking
-45;308;-1351;biking
42;228;-1228;biking
170;-4;-923;biking
220;-180;-764;biking
300;-300;-672;biking
389;-185;-825;biking
459;170;-1251;biking
621;183;-1256;biking
694;-58;-894;biking
667;-63;-807;biking
556;-52;-736;biking
549;48;-634;biking
501;102;-597;biking
474;152;-431;biking
645;405;-229;biking
780;555;-21;biking
877;688;189;biking
815;792;215;biking
807;979;-105;biking
962;1258;-532;biking
924;1333;-625;biking
907;1211;-478;biking
1019;996;-448;biking
962;926;-552;biking
949;1028;-579;biking
934;934;-382;biking
646;878;-317;biking
412;972;-501;biking
306;940;-659;biking
111;930;-644;biking
-43;959;-566;biking
-90;873;-604;biking
-65;717;-640;biking
-50;613;-740;biking
-96;695;-793;biking
-56;626;-677;biking
-6;575;-735;biking
-111;619;-778;biking
-294;421;-416;biking
-403;516;-244;biking
-369;750;-666;biking
-453;895;-967;biking
-341;785;-735;biking
-434;680;-864;biking
-445;607;-917;biking
8;244;-461;biking
-453;535;-821;biking
-787;791;-968;biking
-393;178;-317;biking
-676;422;-868;biking
-721;464;-1606;biking
-163;-8;-1202;biking
-21;444;-651;biking
58;305;-253;biking
-356;229;-356;biking
-1021;807;-401;biking
-554;694;-235;biking
-325;837;-1048;biking
-631;1257;-1347;biking
-427;903;-403;biking
-298;347;-161;biking
-421;126;-459;biking
-740;547;-559;biking
-454;800;-622;biking
-94;795;-977;biking
-641;1045;-1218;biking
-649;661;-783;biking
-444;335;-694;biking
-726;518;-712;biking
-411;250;-292;biking
-520;512;-752;biking
-647;671;-770;biking
-493;555;-536;biking
-600;579;-825;biking
-466;323;-746;biking
-395;399;-772;biking
-370;377;-715;biking
-566;478;-817;biking
-632;817;-731;biking
-382;702;-567;biking
-265;687;-685;biking
-378;897;-747;biking
-454;840;-757;biking
-321;764;-654;biking
-240;661;-605;biking
-330;731;-523;biking
-467;824;-425;biking
-439;782;-510;biking
-296;816;-761;biking
-233;828;-820;biking
-171;731;-533;biking
-108;534;-477;biking
-128;416;-716;biking
-207;395;-759;biking
-279;455;-755;biking
-164;644;-895;biking
-105;846;-831;biking
-303;728;-602;biking
-421;353;-481;biking
-701;191;-277;biking
-746;326;-151;biking
269;867;-491;biking
340;1442;-806;biking
-391;1316;-870;biking
-376;961;-957;biking
-330;1001;-576;biking
326;833;-353;biking
559;577;-1066;biking
-573;1014;-959;biking
-724;1164;-279;biking
-240;734;-490;biking
-360;620;-647;biking
-377;423;-243;biking
-163;423;-326;biking
316;994;-819;biking
125;1005;-545;biking
-148;828;-365;biking
128;938;-621;biking
-100;919;-592;biking
-377;1037;-779;biking
-115;1134;-790;biking
19;947;-349;biking
-290;688;-506;biking
-515;654;-749;biking
-100;817;-542;biking
-57;842;-414;biking
-619;889;-522;biking
-273;1075;-757;biking
271;1011;-672;biking
67;912;-348;biking
-23;880;-331;biking
-167;696;-512;biking
-150;710;-622;biking
-123;1035;-655;biking
-344;1162;-623;biking
-240;970;-573;biking
-265;715;-557;biking
-130;612;-508;biking
-5;686;-351;biking
-37;517;-548;biking
-60;789;-503;biking
-5;745;-302;biking
437;521;-833;biking
169;1465;-975;biking
-702;1445;-532;biking
-410;901;-460;biking
-60;1017;-502;biking
-104;780;-525;biking
-7;699;-517;biking
120;853;-256;biking
150;836;-139;biking
-218;942;-273;biking
-51;871;-357;biking
-259;1153;-358;biking
-452;1554;-565;biking
-196;1387;-371;biking
-291;1109;-229;biking
-333;1039;-507;biking
-272;1170;-281;biking
-169;975;-237;biking
-324;611;-333;biking
36;532;-237;biking
413;477;-44;biking
124;653;-90;biking
158;1043;-72;biking
-26;839;272;biking
-409;652;-125;biking
18;1024;-430;biking
153;1048;-150;biking
-277;1217;-431;biking
-99;1525;-497;biking
79;1314;-168;biking
-77;1152;-331;biking
-143;1002;-287;biking
-312;834;-160;biking
-245;782;-237;biking
-165;731;-157;biking
-285;769;-298;biking
-240;1023;-547;biking
-193;1252;-388;biking
-233;1172;-332;biking
-292;975;-485;biking
-236;827;-409;biking
-105;603;-459;biking
-86;642;-454;biking
-57;855;-229;biking
3;966;-191;biking
14;1089;-196;biking
-93;1067;-234;biking
-216;1018;-378;biking
-16;988;-443;biking
-97;847;-495;biking
-179;773;-508;biking
7;817;-394;biking
-77;859;-377;biking
-31;937;-364;biking
-92;1037;-302;biking
-414;1108;-416;biking
-282;1102;-458;biking
-43;953;-373;biking
-172;862;-360;biking
-147;914;-239;biking
-256;832;-238;biking
-570;666;-426;biking
-348;737;-343;biking
-157;924;-265;biking
-256;925;-371;biking
-290;942;-484;biking
-290;910;-428;biking
-442;891;-457;biking
-377;1168;-635;biking
-56;1216;-467;biking
-339;1037;-383;biking
-370;1027;-443;biking
-145;937;-416;biking
-205;919;-550;biking
-123;1097;-581;biking
-147;1075;-430;biking
-215;963;-426;biking
-163;852;-408;biking
-163;655;-350;biking
-205;620;-425;biking
-103;810;-487;biking
-135;1024;-579;biking
-191;1124;-623;biking
-135;1104;-529;biking
-202;1137;-540;biking
-134;1123;-531;biking
-251;888;-472;biking
-334;776;-461;biking
-239;875;-406;biking
-245;843;-359;biking
-193;823;-391;biking
-266;976;-436;biking
-275;1013;-464;biking
-164;942;-496;biking
-163;1007;-426;biking
-94;1042;-254;biking
-145;987;-252;biking
-173;866;-335;biking
41;798;-268;biking
-86;936;-169;biking
-231;1017;-69;biking
-92;1141;-54;biking
-146;1154;-35;biking
-85;1122;-169;biking
-114;1072;-213;biking
-92;868;-82;biking
33;823;-22;biking
-589;682;245;biking
-597;666;112;biking
-144;974;-127;biking
-153;1059;-91;biking
-152;1086;-223;biking
-179;1136;-158;biking
-197;1008;-110;biking
-194;978;-284;biking
-158;885;-166;biking
-243;866;-167;biking
-286;1038;-230;biking
-156;1118;-248;biking
-119;1086;-340;biking
-79;970;-231;biking
-48;802;-253;biking
-157;751;-374;biking
-36;947;-435;biking
71;1077;-318;biking
-71;1058;-168;biking
-177;974;-147;biking
-94;822;-284;biking
-15;777;-421;biking
-118;809;-380;biking
-44;822;-528;biking
44;854;-650;biking
113;950;-703;biking
138;918;-630;biking
93;868;-688;biking
4;850;-745;biking
47;658;-479;biking
372;607;-692;biking
169;661;-754;biking
128;664;-706;biking
248;784;-741;biking
169;885;-792;biking
232;781;-996;biking
203;699;-876;biking
355;686;-710;biking
274;596;-571;biking
83;677;-546;biking
36;759;-480;biking
-32;570;-102;biking
22;583;-124;biking
87;728;-382;biking
41;632;-134;biking
45;778;-3;biking
195;1202;-174;biking
198;1402;-314;biking
122;1490;-539;biking
257;1365;-360;biking
309;1259;-86;biking
248;1331;46;biking
381;957;697;biking
384;679;942;biking
108;842;786;biking
-108;822;1162;biking
-10;967;927;biking
376;1137;462;biking
677;1088;415;biking
591;1169;108;biking
399;1005;137;biking
580;949;19;biking
852;940;112;biking
761;721;502;biking
521;730;221;biking
632;760;91;biking
724;681;131;biking
479;680;-141;biking
517;733;-112;biking
513;827;-9;biking
284;760;-85;biking
174;819;68;biking
42;1136;254;biking
160;1278;535;biking
492;1241;726;biking
448;1260;500;biking
401;1381;528;biking
588;1056;613;biking
-47;1266;418;biking
-410;974;178;biking
313;68;943;driving
328;95;977;driving
304;98;873;driving
346;77;977;driving
309;70;919;driving
304;75;924;driving
324;81;914;driving
326;93;929;driving
314;60;926;driving
341;76;939;driving
347;108;935;driving
336;69;930;driving
342;70;935;driving
339;90;939;driving
335;70;930;driving
357;81;928;driving
369;87;962;driving
340;69;940;driving
362;64;915;driving
365;69;951;driving
341;75;945;driving
363;83;936;driving
365;86;956;driving
368;77;949;driving
375;72;976;driving
360;71;990;driving
356;73;942;driving
352;58;937;driving
370;67;966;driving
384;95;957;driving
361;76;940;driving
346;66;928;driving
327;77;922;driving
344;72;944;driving
330;60;916;driving
332;51;917;driving
358;67;929;driving
346;84;901;driving
364;81;925;driving
340;83;908;driving
359;80;921;driving
382;97;938;driving
346;87;904;driving
345;55;914;driving
353;66;911;driving
352;80;899;driving
358;80;924;driving
364;59;938;driving
374;72;951;driving
375;84;931;driving
373;74;943;driving
372;66;971;driving
368;55;945;driving
362;66;948;driving
334;58;927;driving
333;47;922;driving
348;63;927;driving
352;79;896;driving
360;81;915;driving
356;72;961;driving
353;69;958;driving
360;78;917;driving
359;72;899;driving
352;62;921;driving
356;66;923;driving
375;81;893;driving
393;82;928;driving
381;73;961;driving
370;77;941;driving
380;62;955;driving
369;45;941;driving
358;68;935;driving
365;62;921;driving
369;23;921;driving
368;47;951;driving
358;88;909;driving
362;67;923;driving
381;48;962;driving
363;75;916;driving
325;103;871;driving
332;100;928;driving
360;77;975;driving
344;84;943;driving
319;87;941;driving
326;58;941;driving
316;74;923;driving
310;62;923;driving
316;57;924;driving
316;69;934;driving
315;51;940;driving
302;58;938;driving
295;55;966;driving
299;71;994;driving
284;57;983;driving
276;49;935;driving
277;58;928;driving
